Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2
200 meter,Kou Qionghui,5507903,18,China,Man,2150,Sprinters,20,2,14,183,95,2025-02-20 10:46:10,15,2,1,11,3,6,3,8,8
110 meter horden,Lawlor Benjamin,5379003,24,Ireland,Man,5630,Sprinters,19,6,14,171,68,2025-02-20 10:46:40,18,2,3,14,7,6,4,9,8
100 meter,Barrett Lara,5275594,25,Great Britain,Vrouw,8490,Sprinters,20,5,16,161,62,2025-02-20 10:47:04,20,5,2,15,9,4,2,7,8
400 meter,Bierman Liz,5467730,21,Nederland,Vrouw,3890,Sprinters,20,2,13,167,63,2025-02-20 10:47:25,12,7,3,13,1,4,0,8,6
100 meter,Calle Ascensión,5505053,19,Ecuador,Vrouw,4630,Sprinters,20,3,11,170,73,2025-02-20 10:47:51,17,2,3,14,2,2,3,8,8
400 meter,Ferradj Faridah,5459910,21,Al-Jazā'ir,Vrouw,4090,Sprinters,20,5,11,186,86,2025-02-20 10:49:11,14,4,5,14,3,1,1,7,8
3.000 meter steeplechase,Hasan Syarifah,5549341,18,Indonesia,Vrouw,2530,Middenafstandslopers,20,2,15,174,78,2025-02-20 10:49:38,19,3,11,4,2,2,3,7,9
Onbekend,Juntilla Erwin,5569622,18,Pilipinas,Man,1100,Langeafstandslopers,20,1,11,182,84,2025-02-20 10:49:57,20,1,7,3,3,1,1,7,4
Marathon,Martani Adolfo,5577862,23,Italia,Man,3480,Langeafstandslopers,20,1,11,189,87,2025-02-20 10:50:22,20,1,10,7,5,0,1,8,11
Onbekend,Vorpahl Viktor,5523713,18,Deutschland,Man,5290,Langeafstandslopers,20,1,11,193,85,2025-02-20 10:50:48,19,4,14,3,2,4,2,8,6
Onbekend,Langlais Ludivine,5556744,18,France,Vrouw,4650,Langeafstandslopers,20,1,12,177,82,2025-02-20 10:51:07,20,3,14,3,3,3,2,7,6
Onbekend,Leontyeva Adelaida,5495509,19,Rossiya,Vrouw,7910,Langeafstandslopers,18,1,11,173,82,2025-02-20 10:51:30,19,3,15,3,4,3,2,8,6
Onbekend,van As Bob,5521161,18,Nederland,Man,4750,Springers,20,2,13,168,79,2025-02-20 10:51:50,18,2,2,1,4,14,2,4,8
Onbekend,Olomu Olufunmilayo,5638671,15,Nigeria,Vrouw,1630,Springers,19,1,12,163,56,2025-02-20 10:52:16,19,6,2,3,2,10,3,6,6
Discuswerpen,Blackett Adam,5512472,19,Barbados,Man,3450,Werpers,20,3,16,191,99,2025-02-20 10:52:37,19,2,2,8,2,1,11,7,10
Onbekend,Ochoa Pilar,5560700,18,Ecuador,Vrouw,1940,Werpers,20,1,11,172,74,2025-02-20 10:53:09,15,1,0,1,10,2,10,6,7
Onbekend,Lieb Jade,5542425,18,United States,Vrouw,2930,Meerkampers,20,2,14,181,85,2025-02-20 10:53:29,19,7,2,3,5,10,4,10,8
Onbekend,Signorelli Ginevra,5662097,14,Italia,Vrouw,870,Zonder specialiteit,13,1,15,159,52,2025-02-20 10:58:59,10,3,2,1,2,9,8,0,0
Onbekend,Alcocer Elisabeth,5624085,26,España,Vrouw,2000,Middenafstandslopers,16,1,16,177,74,2025-02-20 11:06:42,18,1,9,4,2,1,0,8,9
Onbekend,Otal Martina,5624106,22,España,Vrouw,2980,Springers,20,1,16,163,55,2025-02-20 11:08:45,19,3,2,6,4,8,2,10,10
Onbekend,Sales Leire,5627546,18,España,Vrouw,1550,Werpers,13,1,11,166,65,2025-02-20 11:10:13,20,4,3,2,8,2,7,3,8
Onbekend,Roberts Alexandra,5562131,18,United States,Vrouw,2020,Werpers,20,2,14,178,73,2025-02-20 11:10:23,18,4,9,1,2,2,10,4,7
Onbekend,Sepulcre Asdrúbal,5624103,23,España,Man,2360,Springers,17,1,16,186,84,2025-02-20 11:12:25,20,3,0,3,3,11,2,7,6
Onbekend,Veltmans Pieter-Jan,5657192,17,Nederland,Man,1260,Zonder specialiteit,15,1,14,166,68,2025-02-20 11:18:06,13,3,8,2,10,7,2,0,0
Onbekend,Caimmi Fernanda,5629809,16,Italia,Vrouw,2150,Middenafstandslopers,18,1,13,161,58,2025-02-20 11:25:09,11,0,11,11,1,2,4,6,6
Onbekend,Aptaloglou Damiani,5624596,18,Hellas,Vrouw,3080,Langeafstandslopers,20,1,17,170,66,2025-02-20 11:28:11,20,1,11,3,1,3,6,9,6
Onbekend,Xalari Velissaria,5573036,19,Hellas,Vrouw,1500,Sprinters,20,2,16,168,63,2025-02-20 11:28:20,7,10,3,9,3,3,2,8,5
Onbekend,Főnök Kinga,5659490,17,Magyarország,Vrouw,1340,Sprinters,13,1,15,171,65,2025-02-20 11:30:11,8,9,3,10,0,5,2,5,5
Onbekend,Skriba Magdolna,5659489,14,Magyarország,Vrouw,1750,Zonder specialiteit,14,1,14,160,56,2025-02-20 11:30:17,7,1,10,1,3,1,10,0,0
Kogelslingeren,Borek Konrad,5566758,21,Polska,Man,3440,Werpers,20,3,15,185,76,2025-02-20 11:42:42,20,12,0,1,3,1,5,9,6
10.000 meter,Biete Mihails,5086438,32,Latvija,Man,15990,Langeafstandslopers,19,16,16,180,72,2025-02-20 11:43:30,6,1,15,12,0,0,0,11,6
Onbekend,Ausekle Inta,5613810,18,Latvija,Vrouw,1620,Meerkampers,20,2,14,174,73,2025-02-20 11:43:45,14,2,3,10,3,2,9,8,6
Onbekend,Kontomati Danai,5656461,17,Hellas,Vrouw,950,Meerkampers,16,1,14,175,70,2025-02-20 11:46:42,10,3,3,10,3,2,6,5,5
Onbekend,Kovacs Claas,5662163,15,Deutschland,Man,1590,Springers,16,1,15,159,55,2025-02-20 11:51:27,17,2,2,1,2,10,3,6,8
Onbekend,Pollok Ute,5662156,17,Deutschland,Vrouw,1190,Springers,12,1,15,166,58,2025-02-20 11:51:34,15,0,3,3,10,2,3,7,7
Onbekend,Giordano Lucio,5630637,17,Italia,Man,1610,Sprinters,17,1,15,176,80,2025-02-20 11:56:03,19,2,2,10,1,2,2,5,8
Onbekend,Iachini Abramo,5656419,16,Italia,Man,680,Sprinters,15,1,15,172,71,2025-02-20 11:56:13,16,2,2,9,2,2,2,3,3
Onbekend,Nestori Giovanni,5624942,17,Italia,Man,710,Sprinters,18,1,14,182,84,2025-02-20 11:56:20,15,3,2,9,3,1,2,6,4
Onbekend,Proserpio Peter,5650997,14,Italia,Man,400,Sprinters,20,1,14,164,63,2025-02-20 11:56:24,14,2,2,6,3,2,3,7,6
Onbekend,Tozzi Artemio,5643766,16,Italia,Man,1170,Sprinters,20,1,15,171,78,2025-02-20 11:56:30,7,8,3,3,9,2,1,7,8
Onbekend,Buticchi Giusi,5648723,14,Italia,Vrouw,870,Sprinters,17,1,14,173,68,2025-02-20 11:56:34,18,1,1,6,3,1,1,7,7
Onbekend,Ibermajerová Alexandra,5608751,17,Česká republika,Vrouw,1860,Sprinters,20,2,15,161,63,2025-02-20 11:56:39,15,4,2,11,2,3,1,9,6
Onbekend,Malverdi Rebecca,5617443,16,Italia,Vrouw,800,Sprinters,20,2,16,183,83,2025-02-20 11:56:43,14,2,3,9,8,1,1,5,6
Onbekend,Muzzolon Sabrina,5644989,17,Italia,Vrouw,1630,Sprinters,11,1,15,171,63,2025-02-20 11:56:48,13,0,3,11,6,1,3,8,3
Onbekend,Oude Monninkhof Aniek,5562356,17,Nederland,Vrouw,2390,Meerkampers,19,2,15,168,74,2025-02-20 11:57:37,12,4,2,12,2,6,4,6,3
Onbekend,Shaw Laura,5551794,17,Great Britain,Vrouw,1370,Sprinters,20,2,14,166,69,2025-02-20 11:57:51,10,7,1,11,3,0,4,6,5
Onbekend,Carbajal Ícaro,5574829,17,España,Man,1190,Middenafstandslopers,19,2,15,169,80,2025-02-20 11:57:58,7,2,10,8,1,2,2,4,6
Onbekend,Dassi Filippo,5637225,14,Italia,Man,470,Middenafstandslopers,20,1,16,171,75,2025-02-20 11:58:04,9,1,4,4,8,1,1,5,7
Onbekend,Filippuzzi Mabel,5627721,15,Italia,Vrouw,590,Middenafstandslopers,17,1,14,171,63,2025-02-20 11:58:10,11,6,7,1,2,2,2,8,7
Onbekend,Zupin Diletta,5640716,16,Italia,Vrouw,1280,Middenafstandslopers,15,1,15,157,61,2025-02-20 11:58:16,19,2,3,3,1,7,4,6,8
Onbekend,Boccoli Francis,5612652,16,Brasil,Man,940,Langeafstandslopers,15,2,14,181,89,2025-02-20 11:58:21,10,2,10,2,3,1,2,5,7
Onbekend,Lombardo Giandomenico,5592646,16,Italia,Man,300,Langeafstandslopers,19,2,15,164,70,2025-02-20 11:58:25,14,2,6,4,3,1,1,6,4
Onbekend,Amistadi Ursula,5640715,15,Italia,Vrouw,880,Langeafstandslopers,14,2,13,163,60,2025-02-20 11:58:29,19,1,6,4,1,3,2,3,7
Onbekend,Alfaro Arkaitz,5641612,17,España,Man,1550,Snelwandelaars,17,1,14,172,73,2025-02-20 11:58:34,7,3,10,2,3,3,1,9,8
Onbekend,Dekeyser Christopher,5612076,16,België,Man,1600,Snelwandelaars,20,1,15,170,80,2025-02-20 11:58:39,19,2,10,2,3,3,3,7,4
Onbekend,Cabanillas Sebastián,5662171,15,España,Man,760,Zonder specialiteit,13,1,15,178,75,2025-02-20 12:05:57,16,8,7,3,1,5,0,0,0
Onbekend,Blocona Elene,5626503,15,España,Vrouw,1480,Werpers,14,1,14,165,65,2025-02-20 12:06:24,6,11,3,2,1,3,4,5,5
Onbekend,Mpalampekou Asimenia,5515185,18,Hellas,Vrouw,3040,Sprinters,20,2,17,182,74,2025-02-20 12:14:21,13,10,2,12,7,2,2,6,6
Onbekend,Battistelli Nicolò,5616483,17,Italia,Man,1590,Springers,19,2,15,183,88,2025-02-20 12:16:16,15,1,1,10,2,1,0,5,9
Onbekend,Osovych Karl,5639104,17,Österreich,Man,1610,Springers,15,1,15,173,74,2025-02-20 12:16:32,17,7,0,1,1,11,3,4,5
Onbekend,Pomposo Andrea,5565203,16,Italia,Man,1700,Springers,20,2,16,174,84,2025-02-20 12:16:43,9,1,1,3,1,10,9,7,6
Onbekend,Adorni Michelle,5622581,16,Italia,Vrouw,1110,Springers,15,1,15,169,68,2025-02-20 12:16:49,16,9,3,1,6,5,2,7,8
Onbekend,Ramos Firmina,5636875,17,Portugal,Vrouw,480,Springers,14,1,14,158,56,2025-02-20 12:16:54,7,3,2,1,2,8,1,7,6
Onbekend,Rojas Makayla,5571087,17,United States,Vrouw,390,Springers,18,3,14,174,74,2025-02-20 12:16:58,10,1,1,1,1,8,2,5,5
Onbekend,Amâncio Lauro,5638176,17,Brasil,Man,810,Werpers,16,1,16,170,73,2025-02-20 12:17:04,15,2,1,2,2,3,9,4,4
Onbekend,Monzón Donato,5644326,15,España,Man,1670,Werpers,20,1,15,166,68,2025-02-20 12:17:18,18,2,2,3,9,2,8,8,7
Onbekend,Nieto Leonardo,5590437,17,España,Man,1000,Werpers,20,2,16,178,85,2025-02-20 12:17:24,18,3,2,3,1,2,7,7,7
Onbekend,Ortis Ezio,5578803,17,Italia,Man,860,Werpers,20,1,15,187,98,2025-02-20 12:17:29,12,7,1,1,5,1,9,5,7
Onbekend,Brustia Alessia,5656420,17,Italia,Vrouw,540,Werpers,18,1,14,163,64,2025-02-20 12:17:36,10,9,3,0,1,2,3,4,4
Onbekend,Conte Melissa,5617895,17,Italia,Vrouw,670,Werpers,17,1,14,180,74,2025-02-20 12:17:41,17,2,1,7,3,2,5,5,7
Onbekend,Nobre Idalina,5641777,17,Portugal,Vrouw,1200,Werpers,14,1,14,174,73,2025-02-20 12:17:50,14,2,3,9,1,3,10,4,5
Onbekend,Papini Giulia,5653555,16,Italia,Vrouw,330,Werpers,11,1,14,183,75,2025-02-20 12:17:55,14,1,1,5,1,5,6,6,6
Tienkamp,Dezi Gigi,4983963,33,Italia,Man,13920,Meerkampers,20,10,16,179,78,2025-02-20 12:18:03,20,13,0,16,3,3,0,7,7
Tienkamp,Rupp Stephen,5006829,32,United States,Man,2620,Meerkampers,15,10,13,181,78,2025-02-20 12:18:21,6,6,0,10,9,2,1,9,8
Onbekend,Di Maio Fernando,5662182,14,Italia,Man,870,Langeafstandslopers,17,1,15,166,66,2025-02-20 12:21:23,19,1,6,3,3,1,1,6,6
Onbekend,Di Felice Alberto,5640717,15,Italia,Man,430,Werpers,18,1,13,168,70,2025-02-20 12:23:37,12,7,3,2,3,1,3,5,8
Onbekend,Kubisztal Klaudiusz,5615035,17,Polska,Man,1300,Snelwandelaars,18,1,17,169,69,2025-02-20 12:41:59,7,1,8,10,4,1,3,4,7
200 meter,Bonazzi Giandomenico,5427833,21,Italia,Man,11840,Sprinters,20,4,19,186,90,2025-02-20 12:57:08,20,7,1,16,3,5,2,9,10
400 meter,Cabrera Lino,5413791,21,España,Man,5210,Sprinters,20,4,18,187,93,2025-02-20 12:57:13,19,7,3,13,3,3,1,10,9
400 meter horden,Gamble Claude,5479549,21,Ireland,Man,10400,Sprinters,20,4,20,185,89,2025-02-20 12:57:26,20,1,3,15,12,2,3,10,10
110 meter horden,Williams Stephen,5456836,21,Bahamas,Man,8240,Sprinters,20,4,18,177,84,2025-02-20 12:57:36,16,3,1,15,4,1,2,9,7
200 meter,Schumacher Ivone,5434846,21,Brasil,Vrouw,10410,Sprinters,20,3,18,181,80,2025-02-20 12:57:40,19,6,3,16,5,2,1,10,9
Onbekend,Fremont Loris,5662254,17,France,Man,1870,Zonder specialiteit,19,1,15,176,78,2025-02-20 12:57:43,17,3,9,1,10,9,2,0,0
1.500 meter,Seimonte Ylenia,5431514,21,Italia,Vrouw,6810,Middenafstandslopers,20,3,18,174,71,2025-02-20 12:57:49,18,2,13,10,2,2,2,11,11
3.000 meter steeplechase,Valdizán Arantxa,5412851,21,España,Vrouw,4900,Middenafstandslopers,20,4,19,182,88,2025-02-20 12:57:52,18,2,12,10,3,1,1,10,9
Onbekend,de Castro Emilio,5544690,17,España,Man,2350,Langeafstandslopers,20,2,19,177,91,2025-02-20 12:58:32,17,2,11,8,3,1,3,8,8
Onbekend,Bortolotti Arianna,5551318,17,Italia,Vrouw,3620,Langeafstandslopers,20,2,20,183,87,2025-02-20 12:58:36,10,4,13,2,1,3,3,8,8
Onbekend,Ottoni Irma,5597794,17,Italia,Vrouw,2560,Langeafstandslopers,20,2,18,179,75,2025-02-20 12:58:40,16,1,12,3,3,4,3,7,5
Onbekend,De Marco Gastone,5542997,17,Italia,Man,2510,Snelwandelaars,20,2,20,166,75,2025-02-20 12:58:57,11,3,11,2,9,1,2,7,8
Onbekend,Pacini Adalgisa,5600142,17,Italia,Vrouw,5280,Snelwandelaars,20,1,18,176,75,2025-02-20 12:59:14,20,3,14,3,7,3,1,7,6
Hinkstapspringen,Cannarozzo Clemente,5447995,21,Italia,Man,11060,Springers,20,4,18,195,95,2025-02-20 12:59:28,20,2,2,4,7,16,2,8,10
Polsstokhoogspringen,Saponaro Gervasio,5415554,21,Italia,Man,15810,Springers,20,4,20,176,88,2025-02-20 12:59:33,19,6,2,7,3,18,3,9,7
Polsstokhoogspringen,Herve Charlène,5410034,21,France,Vrouw,8110,Springers,20,4,18,179,75,2025-02-20 12:59:37,17,2,2,3,10,15,2,9,8
Hinkstapspringen,Soffritti Rosanna,5449377,21,Italia,Vrouw,8210,Springers,20,4,17,180,81,2025-02-20 12:59:42,18,1,2,2,11,15,4,8,9
Onbekend,Eriksson Henriikka,5542557,17,Suomi,Vrouw,2150,Werpers,20,2,19,178,87,2025-02-20 13:02:32,19,10,3,3,1,3,6,9,6
Onbekend,Garrido Florencio,5589346,17,España,Man,1520,Middenafstandslopers,14,1,17,165,70,2025-02-20 13:04:02,6,7,11,7,3,2,1,7,6
800 meter,Eloranta Severi,5139377,30,Suomi,Man,7300,Middenafstandslopers,16,8,15,185,87,2025-02-20 13:04:48,8,2,9,13,0,3,1,11,11
Kogelstoten,Horvat Doroteja,5015090,33,Slovenija,Vrouw,15650,Werpers,20,14,15,175,58,2025-02-20 13:15:46,19,16,0,0,0,0,13,9,9
Onbekend,Llorens Débora,5662298,17,España,Vrouw,250,Zonder specialiteit,13,1,15,164,58,2025-02-20 13:23:32,13,6,4,3,0,5,3,0,0
Onbekend,Barragán Selene,5662299,17,España,Vrouw,650,Sprinters,16,1,15,154,48,2025-02-20 13:23:48,11,2,2,9,7,3,1,6,5
Onbekend,Kvantová Zora,5662305,17,Slovensko,Vrouw,1300,Zonder specialiteit,13,1,15,173,67,2025-02-20 13:26:16,11,1,3,9,10,2,2,0,0
Onbekend,Zuzula Zdeno,5662302,16,Slovensko,Man,780,Zonder specialiteit,20,1,15,177,77,2025-02-20 13:26:38,13,3,3,2,6,5,10,0,0
Onbekend,Ayerbe Fe,5634179,15,España,Vrouw,910,Werpers,20,1,15,152,50,2025-02-20 13:39:03,15,5,4,3,3,1,8,8,6
Onbekend,Bouzas Oier,5624732,16,España,Man,980,Sprinters,20,1,15,181,86,2025-02-20 13:39:11,18,9,2,6,2,2,2,6,6
Onbekend,Figueira Amanda,5435512,24,Portugal,Vrouw,2280,Meerkampers,17,2,11,166,76,2025-02-20 13:53:53,11,1,10,3,1,10,1,7,9
Onbekend,Velasques Lígia,5456749,23,Portugal,Vrouw,2210,Werpers,20,2,11,158,50,2025-02-20 13:53:56,14,5,3,3,8,2,3,10,10
Polsstokhoogspringen,Claretti Noemi,4423474,47,Italia,Vrouw,18710,Springers,19,20,16,179,52,2025-02-20 13:53:59,19,0,0,0,0,7,0,2,3
Onbekend,Falcão Cristina,5546938,18,Portugal,Vrouw,1470,Zonder specialiteit,20,1,14,165,67,2025-02-20 13:54:04,16,10,1,4,9,2,3,0,0
Onbekend,Sepúlveda Silvestre,5474442,20,Portugal,Man,1280,Langeafstandslopers,20,2,13,185,89,2025-02-20 13:54:07,14,3,7,2,2,10,2,7,7
Kogelstoten,Gerola Giulia,4523403,46,Italia,Vrouw,9570,Werpers,11,17,14,173,70,2025-02-20 13:54:10,19,0,0,0,0,0,8,3,3
110 meter horden,Anderson Eetu,4554539,44,Suomi,Man,7350,Sprinters,11,17,17,184,95,2025-02-20 13:54:13,13,0,0,5,0,0,0,5,5
100 meter,Bouzas Julene,4594976,44,España,Vrouw,8950,Sprinters,12,17,19,160,59,2025-02-20 13:54:16,16,0,0,7,0,0,0,5,3
Onbekend,McGowne Bailey,5627635,17,Great Britain,Man,1480,Springers,16,1,15,169,72,2025-02-20 13:54:30,19,2,3,2,5,9,1,7,7
Onbekend,Kelley Brooke,5571278,17,United States,Vrouw,1830,Meerkampers,20,1,15,170,74,2025-02-20 14:02:09,12,4,2,10,4,2,10,7,7
100 meter,Kannenberg Jonas,5371426,22,Brasil,Man,8590,Sprinters,20,3,19,178,90,2025-02-20 14:04:56,17,4,3,15,3,2,0,8,9
3.000 meter steeplechase,Vilaça Isaura,5569093,22,Portugal,Vrouw,1490,Middenafstandslopers,20,3,17,179,69,2025-02-20 14:16:14,16,2,10,4,3,1,1,3,9
Onbekend,Savoca Alberico,5553593,17,Italia,Man,5820,Langeafstandslopers,20,2,13,193,87,2025-02-20 14:16:32,20,2,14,3,1,1,5,4,7
Onbekend,Valentinetti Federica,5606495,24,Italia,Vrouw,1460,Werpers,20,2,15,178,71,2025-02-20 14:16:49,14,8,1,3,6,3,9,8,8
Onbekend,Emmerich Elijah,5662333,17,United States,Man,1570,Werpers,18,1,15,162,63,2025-02-20 14:21:26,16,2,3,6,2,3,9,7,9
200 meter,Manovski Nikodemos,5047841,31,FYR Makedonija,Man,14310,Sprinters,20,14,11,178,75,2025-02-20 14:36:29,19,11,0,16,0,0,0,11,11
Onbekend,Haag Ambra,5562172,20,Switzerland,Vrouw,1340,Sprinters,18,2,16,157,61,2025-02-20 14:37:21,16,9,0,10,2,5,1,3,4
Onbekend,Arias Andrés,5547467,19,España,Man,1980,Springers,20,2,14,191,90,2025-02-20 14:39:51,20,1,2,5,4,8,3,9,8
20 km snelwandelen,Barriga Roger,5068354,31,España,Man,34460,Snelwandelaars,20,11,15,187,67,2025-02-20 14:52:32,18,0,18,1,0,0,3,16,15
Onbekend,Piña Aroa,5662363,17,España,Vrouw,1860,Meerkampers,16,1,15,165,63,2025-02-20 14:53:12,19,2,3,10,2,3,3,9,8
Onbekend,Milán Iñaki,5551303,18,España,Man,2710,Werpers,20,2,19,181,85,2025-02-20 14:53:26,13,12,2,2,8,3,5,8,7
Onbekend,Costa Domitila,5628938,27,Brasil,Vrouw,980,Snelwandelaars,20,1,18,177,73,2025-02-20 15:11:07,8,3,10,5,5,1,2,5,5
Onbekend,Bertuci Pablo,5643620,15,Brasil,Man,800,Sprinters,20,1,12,154,57,2025-02-20 15:11:09,14,3,2,9,2,1,3,6,6
Onbekend,Cavalieri Delma,5641983,17,Brasil,Vrouw,950,Springers,19,1,14,160,57,2025-02-20 15:11:10,12,3,2,2,1,9,1,5,8
Onbekend,Tesser Olívia,5638177,14,Brasil,Vrouw,490,Werpers,16,1,13,163,55,2025-02-20 15:11:12,13,1,4,7,2,3,5,8,5
Onbekend,Romeu Atílio,5630352,18,Brasil,Man,960,Meerkampers,17,1,13,187,87,2025-02-20 15:11:13,17,7,3,1,5,2,2,6,8
Onbekend,Andrade Monique,5630350,17,Brasil,Vrouw,660,Middenafstandslopers,19,1,12,165,66,2025-02-20 15:11:15,6,1,7,2,3,3,2,5,9
Onbekend,Vicençote Afonso,5647742,16,Brasil,Man,1450,Springers,18,1,13,177,77,2025-02-20 15:11:17,20,3,0,2,2,6,1,5,8
Onbekend,de Mesquista Jéssica,5651796,16,Brasil,Vrouw,1020,Springers,18,1,14,176,70,2025-02-20 15:11:19,13,1,2,1,1,10,3,8,5
Onbekend,Boas Cassandra,5655315,16,Brasil,Vrouw,1040,Meerkampers,19,1,14,155,50,2025-02-20 15:11:21,10,5,2,3,5,6,10,5,3
Onbekend,Tussi Heleonora,5660109,16,Brasil,Vrouw,820,Werpers,15,1,15,156,52,2025-02-20 15:12:08,17,2,1,2,5,3,4,8,6
Onbekend,Mineiro Kelvin,5634513,17,Brasil,Man,1490,Werpers,15,1,12,190,96,2025-02-20 15:12:15,10,4,1,3,3,2,10,6,9
Onbekend,Mountraki Xryspa,5640743,15,Hellas,Vrouw,890,Middenafstandslopers,19,1,14,167,68,2025-02-20 15:13:49,7,3,9,9,2,3,3,5,6
Onbekend,Panagiotaris Stefanos,5662378,16,Hellas,Man,690,Zonder specialiteit,17,1,15,166,68,2025-02-20 15:14:53,15,2,9,1,3,1,6,0,0
Onbekend,Rossi Leon,5606183,17,Argentina,Man,1800,Meerkampers,20,1,14,172,80,2025-02-20 15:26:43,20,8,1,7,3,7,3,8,5
Onbekend,Jenni Jonathan,5647271,14,Deutschland,Man,580,Langeafstandslopers,19,1,15,171,69,2025-02-20 15:51:14,15,2,6,2,3,2,3,7,7
Onbekend,Carmelo Alexandre,5630338,17,Portugal,Man,1380,Zonder specialiteit,19,1,15,172,77,2025-02-20 15:51:51,18,3,4,2,10,1,2,0,0
50 km snelwandelen,Lalov Kaloyan,4986271,33,Bulgaria,Man,27670,Snelwandelaars,20,14,14,180,63,2025-02-20 17:01:48,18,0,19,0,5,1,0,12,12
Vijfkamp Mannen,Baldin Guido,4955241,40,Italia,Man,2590,Meerkampers,15,12,16,195,92,2025-02-20 18:08:19,20,0,0,6,6,0,0,7,8
Kogelstoten,Guarda Peter,4955228,38,Italia,Man,3070,Werpers,14,14,16,189,97,2025-02-20 18:08:49,12,6,0,0,0,0,6,7,7
Hinkstapspringen,Pittolo Elsa,4955226,35,Italia,Vrouw,3390,Springers,14,13,13,165,64,2025-02-20 18:10:01,7,0,0,0,8,8,0,9,9
20 km snelwandelen,Zorzi Graziella,4955218,39,Italia,Vrouw,3040,Snelwandelaars,18,13,15,176,60,2025-02-20 18:11:03,17,0,5,0,6,0,0,8,8
200 meter,Turi Katiuscia,4955198,36,Italia,Vrouw,3550,Sprinters,17,13,15,167,63,2025-02-20 18:13:05,11,7,0,7,0,0,0,9,10
Verspringen,Zantomio Bettina,4998780,36,Italia,Vrouw,3830,Springers,18,12,15,159,37,2025-02-20 18:16:14,18,0,0,0,8,8,0,9,9
Onbekend,Miani Ernesto,5650556,17,Italia,Man,1050,Werpers,15,1,15,161,63,2025-02-20 19:01:01,18,8,1,3,2,1,7,7,5
Onbekend,Ayala Cecilia,5651640,15,Argentina,Vrouw,630,Springers,17,1,15,155,48,2025-02-20 19:05:37,14,3,2,5,1,8,1,5,7
Verspringen,Boychuk Alla,4765885,38,Ukrajina,Vrouw,18880,Springers,19,18,18,184,61,2025-02-20 19:05:39,20,0,0,10,10,15,0,8,8
Hoogspringen,Barraud Agrippine,4971700,34,France,Vrouw,31280,Springers,18,13,15,170,59,2025-02-20 19:07:07,18,0,0,1,18,18,0,9,8
Kogelslingeren,Riou Arnaud,4766413,38,France,Man,19560,Werpers,18,14,17,202,96,2025-02-20 19:09:23,19,16,0,0,2,0,15,8,9
Hoogspringen,Lefort Balthazar,4888872,37,France,Man,30220,Springers,20,16,18,174,46,2025-02-20 19:14:05,20,0,0,0,17,17,0,8,7
3.000 meter steeplechase,de Almeida Luís,5069641,31,Portugal,Man,7260,Middenafstandslopers,20,11,16,190,88,2025-02-20 19:30:16,19,0,6,15,0,0,1,6,8
Onbekend,Hnat Wacław,5656423,15,Polska,Man,1410,Meerkampers,13,1,15,176,77,2025-02-20 19:40:34,13,1,2,10,3,2,10,6,6
Onbekend,Kot Jacek,5646226,20,Polska,Man,1600,Springers,15,1,15,184,84,2025-02-20 19:41:39,8,2,0,3,3,10,1,6,10
Onbekend,Krawczyk Ludmiła,5646211,15,Polska,Vrouw,520,Middenafstandslopers,17,1,15,151,49,2025-02-20 19:42:34,16,1,4,5,3,1,1,7,5
Onbekend,Myśliwiec Czesław,5646214,16,Polska,Man,1840,Langeafstandslopers,19,1,15,178,81,2025-02-20 19:43:18,7,2,10,9,4,1,2,5,8
Onbekend,Dzikowski Henryk,5646219,23,Polska,Man,1570,Snelwandelaars,14,1,15,184,90,2025-02-20 19:43:41,12,3,10,6,5,1,1,7,9
Onbekend,Brodowska Izabela,5646229,17,Polska,Vrouw,230,Springers,19,1,15,159,56,2025-02-20 19:44:10,6,2,0,6,2,7,1,4,4
Onbekend,Drozd Dorota,5646243,24,Polska,Vrouw,2000,Meerkampers,20,1,14,174,67,2025-02-20 19:45:28,19,3,3,6,3,2,0,10,8
Onbekend,Boquete Jacqueline,5662556,17,Switzerland,Vrouw,1780,Werpers,17,1,15,160,60,2025-02-20 19:47:39,20,3,1,2,8,3,8,7,6
Onbekend,Bonanni Mabel,5542655,17,Italia,Vrouw,2360,Sprinters,20,2,15,164,76,2025-02-20 19:59:54,16,11,3,10,3,2,1,7,6
Onbekend,Corte-Real Augusta,5662566,16,Portugal,Vrouw,530,Werpers,12,1,15,172,64,2025-02-20 20:17:35,12,6,1,3,3,4,8,3,7
Onbekend,Bastos David,5662567,16,Portugal,Man,280,Werpers,11,1,15,176,77,2025-02-20 20:18:51,8,2,1,1,4,2,6,7,6
Kogelstoten,Burow Rosalinde,4787402,38,Deutschland,Vrouw,2030,Werpers,14,10,15,169,62,2025-02-20 20:22:24,16,4,0,0,0,0,10,8,8
Onbekend,Kollmer Wolfgang,5570965,16,Deutschland,Man,1070,Springers,20,1,14,185,95,2025-02-20 20:22:32,7,7,2,5,2,8,1,8,9
Onbekend,Witek Klara,5646244,25,Polska,Vrouw,1480,Meerkampers,11,1,16,172,70,2025-02-20 20:25:11,8,3,2,11,9,3,1,4,4
