Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Deadline,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Transferwaarde,Waarde,AtleetId
3.000 meter steeplechase,Muroi Yuma,4894841,35,Nippon,Man,15470,Middenafstandslopers,20,15,18,193,67,2025-02-19 18:24:01,20,1,15,14,0,0,0,8,8,,0,4894841
Marathon,Stewart Dakota,4928049,36,United States,Man,27240,Langeafstandslopers,20,14,17,171,58,2025-02-19 18:24:10,19,0,19,2,0,4,0,11,10,,0,4928049
Tienkamp,Fontes Arsénio,4941661,35,Portugal,Man,6050,Meerkampers,20,13,18,183,74,2025-02-19 18:24:16,20,6,3,11,5,3,0,10,8,,0,4941661
Onbekend,Rutarová Jana,5659375,17,Česká republika,Vrouw,1220,Meerkampers,11,1,15,171,60,2025-02-19 18:30:22,18,3,3,3,2,6,10,5,3,,0,5659375
Marathon,Stuchlová Karla,5085230,30,Česká republika,Vrouw,12620,Langeafstandslopers,20,10,15,170,67,2025-02-19 18:30:38,12,4,10,9,0,2,2,14,14,,0,5085230
Onbekend,Claessens Lieke,5659315,17,Nederland,Vrouw,1140,Zonder specialiteit,11,1,14,168,64,2025-02-19 20:15:55,18,2,2,3,9,1,2,0,0,,0,5659315
Verspringen,Jadraque Urtzi,5006738,33,España,Man,10130,Springers,20,12,19,177,69,2025-02-19 20:28:50,17,0,0,2,5,14,0,11,12,,0,5006738
Onbekend,Meessen Timon,5578580,17,Deutschland,Man,2770,Springers,20,1,16,177,89,2025-02-19 20:30:27,20,2,3,10,4,10,3,7,6,,0,5578580
Onbekend,Jurczyk Włodzimierz,5547452,17,Polska,Man,2610,Springers,20,3,18,173,73,2025-02-19 21:00:26,19,1,3,2,6,11,2,6,8,,0,5547452
400 meter,Figueiredo Maicon,4996106,33,Brasil,Man,23530,Sprinters,20,13,17,180,71,2025-02-19 21:20:04,20,2,0,18,14,1,0,9,11,,0,4996106
Hinkstapspringen,Stanisławska Kalina,5579329,21,Polska,Vrouw,2500,Springers,20,2,15,171,58,2025-02-19 21:20:19,11,3,1,5,5,8,2,10,11,,1000,5579329
Onbekend,McFadden Hayden,5635165,16,Great Britain,Man,1650,Springers,18,1,15,165,69,2025-02-19 21:23:24,20,2,1,1,9,7,4,5,8,,0,5635165
Onbekend,Hammadou Samiah,5601425,17,Al-Jazā'ir,Vrouw,1850,Sprinters,20,2,18,160,60,2025-02-19 21:36:50,19,7,2,10,3,2,3,8,5,,0,5601425
Onbekend,Perlangeli Adriana,5551025,17,Italia,Vrouw,2630,Sprinters,20,2,18,160,68,2025-02-19 21:37:13,16,10,2,11,2,1,2,6,8,,0,5551025
Onbekend,Puppin Oliviero,5562284,17,Italia,Man,2690,Middenafstandslopers,20,2,19,169,83,2025-02-19 21:37:32,12,0,12,6,0,2,2,6,8,,0,5562284
Onbekend,Pernici Azzurra,5606462,17,Italia,Vrouw,1660,Middenafstandslopers,20,1,18,166,68,2025-02-19 21:38:06,19,3,9,8,3,2,2,7,6,,9999,5606462
Onbekend,Cerrone Gennaro,5599975,17,Italia,Man,2680,Langeafstandslopers,20,2,18,186,92,2025-02-19 21:38:24,19,3,11,4,2,3,2,7,8,,0,5599975
Onbekend,Fantauzzi Dario,5584914,17,Italia,Man,3100,Snelwandelaars,20,2,19,173,84,2025-02-19 21:38:55,16,1,12,1,4,6,3,6,8,,0,5584914
Onbekend,Ridolfo Tullio,5620831,17,Italia,Man,1960,Snelwandelaars,20,1,18,169,70,2025-02-19 21:39:23,17,1,11,2,9,3,2,7,4,,0,5620831
Onbekend,Northey Eva,5600755,17,Australia,Vrouw,3910,Snelwandelaars,20,2,18,158,60,2025-02-19 21:39:38,20,4,13,0,1,3,3,8,5,,0,5600755
Onbekend,Pirlo Glory,5607635,17,Italia,Vrouw,2320,Snelwandelaars,20,2,20,171,75,2025-02-19 21:39:53,15,2,12,3,8,2,2,4,6,,0,5607635
Onbekend,Scatena Carmine,5556073,17,Italia,Man,2560,Springers,20,2,20,183,89,2025-02-19 21:40:20,14,9,3,1,8,11,1,8,8,,0,5556073
Onbekend,Delussu Katia,5613681,17,Italia,Vrouw,1470,Werpers,20,2,17,177,72,2025-02-19 21:40:38,14,8,1,5,3,0,10,6,5,,0,5613681
Onbekend,La Penna Moreno,5536685,17,Italia,Man,1830,Meerkampers,20,2,17,165,75,2025-02-19 21:40:57,18,10,4,7,8,4,3,7,8,,18000,5536685
Onbekend,Verni Wilma,5617284,17,Italia,Vrouw,1970,Meerkampers,19,1,20,186,83,2025-02-19 21:41:12,14,3,2,11,7,3,7,7,7,,0,5617284
Onbekend,Arranz Ana María,5542804,17,España,Vrouw,5330,Langeafstandslopers,20,1,15,170,72,2025-02-21 21:58:17,17,7,14,3,3,1,3,4,6,,0,5542804
Onbekend,Brunel Eva,5657648,16,France,Vrouw,1140,Langeafstandslopers,17,1,15,165,57,2025-02-21 22:30:55,8,1,10,1,1,2,8,4,7,,0,5657648
Onbekend,Thill Evelien,5553573,19,België,Vrouw,2420,Springers,20,2,17,179,78,2025-02-21 23:09:18,20,1,2,1,6,11,3,8,6,,4000,5553573
Onbekend,Cozzarini Pippo,5628045,17,Italia,Man,850,Middenafstandslopers,20,1,13,171,75,2025-02-21 23:09:29,18,3,6,3,2,2,1,8,5,,0,5628045
Onbekend,Salierno Teresa,5659937,17,Italia,Vrouw,980,Zonder specialiteit,18,1,14,162,55,2025-02-21 23:09:47,19,3,4,3,2,8,6,0,0,,0,5659937
200 meter,Fillietroz Alba,4795778,38,Italia,Vrouw,2040,Sprinters,15,10,11,185,67,2025-02-21 23:09:56,19,0,0,7,6,0,0,9,7,,1000,4795778
Onbekend,Castelnuovo Santo,5578543,19,Italia,Man,1500,Snelwandelaars,20,1,11,194,95,2025-02-21 23:10:07,20,3,5,1,7,2,2,7,8,,0,5578543
Onbekend,Pietrangelo Graziano,5634572,17,Italia,Man,500,Snelwandelaars,17,1,15,180,82,2025-02-21 23:10:17,16,3,2,3,3,0,3,6,7,,0,5634572
Onbekend,Torrado Paula,5647419,16,Portugal,Vrouw,1080,Springers,13,1,15,164,61,2025-02-22 01:02:01,18,1,3,1,4,9,3,5,6,,0,5647419
Onbekend,Jenkins James,5654193,17,United States,Man,1240,Middenafstandslopers,18,1,16,168,67,2025-02-22 05:21:45,13,1,9,8,2,0,3,5,8,,0,5654193
Vijfkamp Vrouwen,Bosá Gabriela,5477244,19,Slovensko,Vrouw,1960,Meerkampers,20,5,20,188,94,2025-02-22 08:07:31,15,3,8,7,5,3,1,9,10,,0,5477244
Onbekend,Bowe Emma,5545519,17,Australia,Vrouw,3310,Werpers,20,2,17,186,91,2025-02-22 08:10:22,6,13,0,3,9,1,1,7,5,,1000,5545519
Onbekend,Meneses Carlo,5573925,17,Perú,Man,3970,Snelwandelaars,19,2,15,168,76,2025-02-22 08:10:32,12,3,13,3,10,1,2,8,5,,1000,5573925
Kogelstoten,Harrison Alfred,5211081,29,Jamaica,Man,12080,Werpers,20,11,15,185,78,2025-02-22 08:17:10,12,13,4,1,0,3,15,11,10,,0,5211081
Onbekend,Salmon Rachelle,5659252,15,Jamaica,Vrouw,2080,Meerkampers,18,1,15,166,64,2025-02-22 08:18:09,19,10,3,4,3,3,3,8,8,,9999,5659252
Tienkamp,Olivera Garcia,5451049,22,Uruguay,Man,4160,Meerkampers,20,5,16,184,89,2025-02-22 09:09:05,20,2,2,12,10,2,3,9,7,,0,5451049
1.500 meter,Giertz Kathrin,5511553,21,Deutschland,Vrouw,880,Middenafstandslopers,20,3,19,173,65,2025-02-22 09:34:01,6,3,8,5,2,3,2,8,8,,0,5511553
Marathon,Hachmeister Mira,5492856,21,Deutschland,Vrouw,1260,Langeafstandslopers,20,4,19,185,83,2025-02-22 09:34:52,12,3,9,5,1,2,3,9,6,,0,5492856
10 km snelwandelen,Fitz Sören,5478228,21,Deutschland,Man,3640,Snelwandelaars,20,3,17,180,82,2025-02-22 09:35:30,14,0,13,2,8,3,3,8,6,,0,5478228
Hoogspringen,Luther Kirsten,5529070,20,Deutschland,Vrouw,1450,Springers,20,3,19,155,55,2025-02-22 09:36:26,20,2,1,2,7,7,2,7,6,,0,5529070
Onbekend,Mönch Carl,5662941,17,Deutschland,Man,1070,Werpers,14,1,16,169,70,2025-02-22 09:37:36,15,4,3,2,8,4,9,3,7,,0,5662941
Onbekend,Kast Levi,5638759,17,Deutschland,Man,1150,Werpers,15,1,15,167,67,2025-02-22 09:37:53,17,10,1,2,1,1,3,5,6,,0,5638759
Onbekend,Desler Finja,5659680,17,Deutschland,Vrouw,420,Werpers,19,1,17,163,60,2025-02-22 09:38:48,10,7,1,3,1,4,3,4,7,,0,5659680
Onbekend,Grasberger Lilli,5652134,15,Deutschland,Vrouw,2130,Werpers,18,1,16,150,46,2025-02-22 09:39:38,19,2,1,2,3,1,10,8,8,,0,5652134
Discuswerpen,Heimerl Jessika,5529069,20,Deutschland,Vrouw,720,Werpers,20,3,18,171,65,2025-02-22 09:42:01,11,7,3,1,2,3,8,6,5,,0,5529069
Onbekend,Pütz Rasmus,5647922,16,Deutschland,Man,830,Meerkampers,12,1,17,167,73,2025-02-22 09:42:45,9,2,2,2,2,10,3,7,5,,0,5647922
Tienkamp,Eller Per,5488351,21,Deutschland,Man,1260,Meerkampers,20,4,18,189,91,2025-02-22 09:45:11,14,8,1,5,4,9,3,8,7,,0,5488351
Kogelstoten,Giurgiu Casiana,5094660,30,România,Vrouw,7210,Werpers,20,12,14,165,63,2025-02-22 09:47:53,12,13,0,2,2,2,9,8,11,,0,5094660
Speerwerpen,Santurbano Sebastiano,4936655,34,Italia,Man,8920,Werpers,16,15,13,182,84,2025-02-22 10:26:54,16,9,0,0,0,0,13,10,9,,0,4936655
Onbekend,Massalim Abelardo,5596706,17,Italia,Man,3450,Springers,20,1,16,178,82,2025-02-22 10:32:09,8,2,2,1,10,12,2,8,8,,1000,5596706
Onbekend,Di Pardo Gervasio,5659365,17,Italia,Man,1430,Zonder specialiteit,14,1,14,167,66,2025-02-22 10:33:10,20,0,9,5,1,4,1,0,0,,0,5659365
Onbekend,Di Vincenzo Artemio,5588142,22,Italia,Man,1720,Langeafstandslopers,20,1,16,185,81,2025-02-22 10:45:04,15,3,9,4,3,1,3,10,6,,0,5588142
10 km snelwandelen,Candeias Vera,5054514,34,Portugal,Vrouw,4410,Snelwandelaars,15,9,15,175,64,2025-02-22 10:45:45,6,0,9,0,8,0,0,12,9,,0,5054514
Onbekend,Kosters Jason,5544223,17,België,Man,1870,Langeafstandslopers,20,2,15,176,88,2025-02-22 11:30:45,10,2,12,3,0,0,3,7,7,,0,5544223
Onbekend,Lincar Ciprian,5646362,24,România,Man,1680,Middenafstandslopers,20,1,18,174,69,2025-02-22 11:38:11,14,1,9,9,2,1,1,8,6,,0,5646362
Onbekend,Ke Shengsheng,5658903,15,China,Man,290,Sprinters,15,1,15,156,57,2025-02-22 12:23:51,13,1,3,5,6,2,2,4,6,,0,5658903
Onbekend,Hsia Pingxiu,5650379,16,China,Man,710,Springers,12,1,14,174,73,2025-02-22 12:24:29,12,1,3,3,4,3,1,8,8,,0,5650379
Onbekend,Pai Yuling,5635353,15,China,Man,1010,Springers,16,1,16,167,68,2025-02-22 12:24:56,12,8,3,2,4,8,2,8,7,,0,5635353
Onbekend,Cong Yuhe,5629332,23,China,Vrouw,740,Sprinters,16,1,16,181,75,2025-02-22 12:26:02,15,2,1,5,3,1,0,9,3,,0,5629332
Onbekend,An Maoneng,5629347,23,China,Man,400,Snelwandelaars,19,1,16,186,89,2025-02-22 12:26:20,15,2,7,3,3,1,1,6,5,,0,5629347
Onbekend,Chang Yingzhen,5629426,28,China,Vrouw,1580,Werpers,19,1,16,174,68,2025-02-22 12:27:17,15,3,1,3,3,1,8,5,10,,0,5629426
Onbekend,Min Changwei,5629423,17,China,Man,2110,Werpers,20,1,17,170,78,2025-02-22 12:37:18,14,10,1,3,3,2,6,9,8,,0,5629423
Onbekend,Pirani Gianluca,5653287,15,Italia,Man,590,Langeafstandslopers,19,1,16,164,69,2025-02-22 12:37:35,15,1,5,6,2,2,3,6,7,,0,5653287
110 meter horden,Henao Arsenio,4906403,38,España,Man,4990,Sprinters,19,15,14,174,69,2025-02-22 12:58:32,17,0,0,8,2,0,0,8,8,,0,4906403
Vijfkamp Mannen,Lampreave Manex,5038644,32,España,Man,6370,Meerkampers,20,12,12,180,77,2025-02-22 12:58:41,14,3,1,0,3,1,9,12,11,,0,5038644
10 km snelwandelen,Monje Arrate,5208291,30,España,Vrouw,3170,Snelwandelaars,20,5,13,167,59,2025-02-22 12:58:51,15,0,12,1,2,3,4,8,9,,0,5208291
Onbekend,Iversen Are,5599713,18,Norge,Man,1270,Sprinters,20,2,17,190,91,2025-02-22 13:03:53,14,8,3,10,2,2,1,7,6,,0,5599713
Onbekend,Sande Arve,5566566,18,Norge,Man,1620,Middenafstandslopers,20,2,17,185,88,2025-02-22 13:04:28,10,1,9,9,2,2,4,9,8,,0,5566566
Onbekend,Hansen Johannes,5550138,17,Norge,Man,1870,Snelwandelaars,20,2,18,189,99,2025-02-22 13:05:15,7,3,12,5,3,6,2,6,5,,0,5550138
Onbekend,Holen Tina,5583485,17,Norge,Vrouw,2120,Snelwandelaars,20,2,18,163,68,2025-02-22 13:05:35,16,1,11,2,2,3,2,6,7,,0,5583485
Onbekend,Helgesen Sverre,5627865,18,Norge,Man,1420,Springers,20,1,17,172,80,2025-02-22 13:06:07,11,6,3,3,8,10,1,6,7,,0,5627865
Onbekend,Kleven Arnt,5572374,17,Norge,Man,900,Werpers,19,1,16,182,91,2025-02-22 13:07:18,10,5,1,1,2,2,10,7,4,,0,5572374
Onbekend,Samuelsen Kristine,5572373,17,Norge,Vrouw,1380,Werpers,20,2,16,184,88,2025-02-22 13:09:01,14,7,1,5,7,1,10,6,5,,1000,5572373
Onbekend,Eriksen Karin,5541993,17,Norge,Vrouw,1020,Langeafstandslopers,20,2,15,191,98,2025-02-22 13:12:16,13,2,10,8,0,3,1,5,4,,0,5541993
Onbekend,Ban Wenlun,5629353,18,China,Man,540,Springers,20,1,17,164,62,2025-02-22 13:30:55,16,2,0,3,3,4,1,7,5,,0,5629353
Onbekend,Grímlaugsson Ingvi,5594249,17,Ísland,Man,1420,Sprinters,20,2,17,178,87,2025-02-22 13:42:04,15,6,2,9,9,1,3,8,4,,0,5594249
Onbekend,Sacco Ludovico,5563621,17,Italia,Man,2540,Sprinters,20,1,16,169,81,2025-02-22 13:42:50,18,8,2,11,3,2,3,3,10,,0,5563621
110 meter horden,Spasovski Tihomir,5121535,29,FYR Makedonija,Man,27140,Sprinters,20,12,15,178,66,2025-02-22 13:43:21,20,5,6,19,14,1,0,11,11,,24000,5121535
200 meter,Perminaitė Sima,5434859,21,Lietuva,Vrouw,20620,Sprinters,20,3,16,156,61,2025-02-22 13:44:04,20,7,2,19,3,1,3,8,8,,28000,5434859
Hoogspringen,Xìng Chengxin,5287537,25,China,Man,33970,Springers,20,9,17,197,83,2025-02-22 13:45:47,18,2,1,1,9,20,3,11,11,,55000,5287537
100 meter horden,Rossetti Francesca,5187904,29,Switzerland,Vrouw,20660,Sprinters,20,8,18,165,66,2025-02-22 13:48:39,16,2,0,18,13,2,3,12,9,,5000,5187904
Onbekend,da Guia Ivete,5628934,22,Brasil,Vrouw,940,Langeafstandslopers,20,1,17,179,74,2025-02-22 14:14:00,19,2,5,5,2,1,2,5,5,,0,5628934
Onbekend,de Oliveira Sara,5634512,15,Brasil,Vrouw,1110,Sprinters,19,1,14,171,69,2025-02-22 14:14:03,14,3,0,2,10,2,1,5,8,,0,5634512
Onbekend,Murer Glória,5660110,17,Brasil,Vrouw,330,Werpers,18,1,14,155,48,2025-02-22 14:14:39,8,1,3,1,4,3,7,7,6,,0,5660110
Onbekend,Connor Shawn,5553312,17,Canada,Man,1440,Sprinters,20,2,14,173,85,2025-02-22 14:25:21,7,6,3,10,2,7,3,6,8,,0,5553312
Onbekend,Moletta Livia,5553926,18,Italia,Vrouw,6700,Snelwandelaars,20,2,17,173,75,2025-02-22 15:42:59,13,2,15,1,2,3,1,7,9,,0,5553926
Onbekend,Salmatanis Iliodoros,5649804,17,Hellas,Man,970,Werpers,13,1,15,189,93,2025-02-22 15:46:22,12,10,2,1,3,3,3,7,7,,0,5649804
Onbekend,Kalaki Popi,5532565,18,Hellas,Vrouw,1480,Snelwandelaars,20,1,11,181,84,2025-02-22 15:46:35,14,2,9,3,10,1,2,6,7,,0,5532565
Onbekend,Doornbos Maartje,5659575,14,Nederland,Vrouw,600,Meerkampers,19,1,15,161,59,2025-02-22 15:49:00,14,3,1,5,2,4,8,7,6,,1000,5659575
Onbekend,Kodedová Ivana,5663036,16,Česká republika,Vrouw,1340,Werpers,17,1,15,167,65,2025-02-22 16:05:44,7,9,2,2,3,4,10,8,5,,5000,5663036
Onbekend,Opletalová Lada,5663038,16,Česká republika,Vrouw,390,Werpers,13,1,15,168,64,2025-02-22 16:06:21,11,3,2,1,1,1,8,5,7,,0,5663038
Onbekend,Pirc Zdenko,5662593,14,Slovenija,Man,440,Werpers,11,1,14,171,72,2025-02-22 16:35:55,9,7,1,0,2,3,7,7,6,,0,5662593
Onbekend,Lamego Tatiana,5539561,17,Portugal,Vrouw,4250,Werpers,20,2,17,169,77,2025-02-22 17:12:29,10,14,2,2,2,1,8,4,5,,6000,5539561
Onbekend,Aníbal Lúcio,5627604,17,Portugal,Man,1630,Sprinters,18,1,16,167,69,2025-02-22 17:12:50,14,9,2,10,3,4,0,5,7,,0,5627604
Onbekend,Baía Arsénio,5637771,17,Portugal,Man,460,Sprinters,13,1,17,183,83,2025-02-22 17:13:03,11,5,3,8,1,2,1,6,6,,0,5637771
Onbekend,Pomar Miguel,5562758,17,Portugal,Man,920,Sprinters,16,1,16,179,88,2025-02-22 17:13:16,6,8,3,9,2,3,1,6,7,,0,5562758
Onbekend,Aires Bruno,5662432,17,Portugal,Man,1610,Springers,13,1,14,163,64,2025-02-22 17:13:37,14,0,3,1,3,10,1,9,3,,0,5662432
Onbekend,Sequeira Ofélia,5603765,17,Portugal,Vrouw,1950,Springers,20,1,15,178,74,2025-02-22 17:14:00,12,3,1,4,6,11,0,8,8,,0,5603765
Onbekend,Mota Reinaldo,5659572,17,Portugal,Man,610,Meerkampers,15,1,16,183,84,2025-02-22 17:14:12,6,6,3,1,3,1,1,8,8,,0,5659572
Onbekend,Sobrinho Mónica,5653751,17,Portugal,Vrouw,590,Meerkampers,17,1,15,163,61,2025-02-22 17:14:21,11,2,8,3,1,7,6,6,4,,0,5653751
Onbekend,Ropele Carla,5607645,15,Italia,Vrouw,2340,Springers,20,2,16,172,72,2025-02-22 17:16:43,19,2,0,5,6,11,1,7,8,,106000,5607645
Marathon,Fortini Amos,5097644,32,Italia,Man,41630,Langeafstandslopers,20,13,17,171,59,2025-02-22 17:32:11,20,0,20,14,1,1,0,15,12,,0,5097644
Onbekend,Dean Peter,5663045,17,Italia,Man,1180,Middenafstandslopers,17,1,15,185,88,2025-02-22 17:37:49,17,3,8,9,2,3,1,4,6,,0,5663045
Onbekend,Zarcone Olga,5663046,14,Italia,Vrouw,1550,Sprinters,11,1,14,163,61,2025-02-22 17:38:03,20,9,3,3,7,2,1,6,6,,12000,5663046
Onbekend,Di Gravina Domenico,5663047,16,Italia,Man,480,Sprinters,17,1,14,166,67,2025-02-22 17:38:13,13,8,4,7,5,3,2,4,4,,0,5663047
1.500 meter,Noronha Orlando,5038870,34,Portugal,Man,5790,Middenafstandslopers,18,11,14,165,56,2025-02-22 18:04:56,10,1,11,8,0,1,0,12,9,,0,5038870
Zevenkamp,Saudade Fortunata,4898759,35,Portugal,Vrouw,10140,Meerkampers,20,13,14,169,64,2025-02-22 18:05:20,15,7,0,14,12,0,0,10,6,,0,4898759
Hoogspringen,Rosseel Maaike,4979551,34,België,Vrouw,8750,Springers,19,10,20,185,71,2025-02-22 18:28:27,20,0,5,0,14,13,0,9,7,,0,4979551
Onbekend,Herrera Leonel,5550691,18,Costa Rica,Man,1810,Langeafstandslopers,20,2,17,175,85,2025-02-22 18:33:08,20,1,9,9,1,3,3,6,6,,6000,5550691
Kogelslingeren,Sbragia Lee,4694612,40,Great Britain,Man,34080,Werpers,20,20,14,194,98,2025-02-22 18:46:17,20,16,0,0,4,0,15,5,5,,0,4694612
100 meter horden,Niven Bethany,4808271,38,Great Britain,Vrouw,34400,Sprinters,17,17,14,167,55,2025-02-22 19:09:12,19,0,0,18,16,0,0,8,8,,0,4808271
Onbekend,Botelho Rebeca,5585151,17,Portugal,Vrouw,5750,Sprinters,20,2,15,172,71,2025-02-22 19:17:54,14,8,1,14,2,2,1,9,6,,8000,5585151
Onbekend,Noite Carla,5603813,17,Portugal,Vrouw,1880,Sprinters,20,1,16,168,67,2025-02-22 19:18:22,18,9,1,9,2,7,2,7,8,,1860,5603813
Onbekend,Marković Filip,5628339,16,Hrvatska,Man,1380,Meerkampers,18,1,17,187,89,2025-02-22 19:18:32,17,10,3,6,3,3,4,6,6,,1000,5628339
Onbekend,Cordobés Azucena,5538248,17,España,Vrouw,690,Sprinters,20,2,13,185,90,2025-02-22 19:24:21,13,7,6,6,4,8,2,6,5,,0,5538248
Onbekend,Altés Florencio,5611858,17,España,Man,1030,Sprinters,20,1,15,178,82,2025-02-22 19:24:24,10,5,0,10,5,2,3,5,6,,0,5611858
Onbekend,Hugentobler Ulrich,5661812,14,Switzerland,Man,1900,Zonder specialiteit,14,1,15,178,82,2025-02-22 19:47:24,20,1,10,2,2,9,2,0,0,,24000,5661812
Onbekend,Tsialiamani Maria,5555609,18,Hellas,Vrouw,1800,Sprinters,18,1,16,157,59,2025-02-22 19:49:41,19,9,1,9,3,3,1,4,7,,0,5555609
Kogelslingeren,Cuerda Ainhize,4849827,36,España,Vrouw,33740,Werpers,20,14,13,167,58,2025-02-22 20:07:33,20,18,0,0,0,0,17,8,9,,0,4849827
100 meter horden,Fuentes Victoria,4949239,36,Venezuela,Vrouw,18700,Sprinters,17,16,13,173,58,2025-02-22 20:30:14,18,0,0,15,15,0,0,7,7,,0,4949239
20 km snelwandelen,Rossouw Samantha,4859223,37,South Africa,Vrouw,27420,Snelwandelaars,18,20,15,175,66,2025-02-22 20:35:14,15,0,15,0,6,0,0,12,11,,0,4859223
Onbekend,Lelong Morgane,5659349,17,France,Vrouw,1230,Zonder specialiteit,11,1,15,155,55,2025-02-22 20:37:26,14,1,3,3,10,3,8,0,0,,0,5659349
200 meter,Hanusch Berti,5209313,28,Deutschland,Man,13550,Sprinters,20,9,17,183,81,2025-02-22 20:38:27,19,11,4,15,3,1,0,11,13,,0,5209313
Onbekend,Werthmann Alice,5548445,17,Deutschland,Vrouw,2130,Springers,20,1,15,191,99,2025-02-22 20:38:45,18,1,3,4,10,9,2,8,7,,0,5548445
Marathon,Ezukam Auta,5499833,20,Nigeria,Vrouw,2620,Langeafstandslopers,20,2,17,165,66,2025-02-22 20:46:05,19,1,10,6,1,3,3,9,8,,0,5499833
Hinkstapspringen,Newman Khumo,5498904,20,South Africa,Vrouw,2100,Springers,20,4,14,176,73,2025-02-22 20:54:35,15,1,3,3,9,10,3,8,7,,1000,5498904
Vijfkamp Mannen,Talevski Nenad,5119843,29,FYR Makedonija,Man,6160,Meerkampers,20,11,14,185,84,2025-02-22 20:57:43,17,3,0,10,5,12,9,11,10,,0,5119843
Onbekend,Pawelec Kamil,5661491,14,Polska,Man,620,Zonder specialiteit,17,1,15,161,64,2025-02-22 21:27:57,16,7,3,5,1,7,3,0,0,,1000,5661491
Marathon,Battles Edward,5280659,25,Great Britain,Man,9140,Langeafstandslopers,20,6,17,183,78,2025-02-22 21:45:24,19,1,16,7,1,8,1,8,7,,1000,5280659
10.000 meter,Fabre Colin,5280229,25,Canada,Man,9700,Langeafstandslopers,20,6,16,185,85,2025-02-22 21:45:28,18,1,15,7,3,3,7,10,10,,1000,5280229
5.000 meter,Kluch Mirek,5285078,25,Česká republika,Man,9380,Langeafstandslopers,20,6,16,171,73,2025-02-22 21:45:31,20,2,16,7,3,6,1,9,8,,1000,5285078
5.000 meter,Štefulj Lidija,5277441,25,Hrvatska,Vrouw,10660,Langeafstandslopers,20,6,20,186,84,2025-02-22 21:45:35,18,3,16,8,1,2,3,9,8,,1000,5277441
Speerwerpen,Facchi Davide,4940530,34,Italia,Man,30930,Werpers,19,12,18,189,85,2025-02-22 21:54:07,19,19,0,4,0,0,16,9,8,,1000,4940530
Vijfkamp Vrouwen,Raggetti Maria Pia,4929023,34,Italia,Vrouw,18050,Meerkampers,19,14,17,167,56,2025-02-22 21:55:48,17,13,0,14,6,2,0,15,10,,0,4929023
Onbekend,Gurning Gesang,5561407,21,Indonesia,Man,2510,Springers,20,2,14,163,64,2025-02-22 22:04:50,20,2,2,10,4,10,1,8,5,,0,5561407
Hinkstapspringen,Howie Ross,5062275,31,Great Britain,Man,10280,Springers,20,11,14,178,74,2025-02-22 22:08:56,17,1,1,2,14,14,0,9,8,,0,5062275
Discuswerpen,Ridgers Sean,5204899,28,Great Britain,Man,12830,Werpers,20,12,13,171,74,2025-02-22 22:09:24,14,14,1,3,2,4,14,11,11,,11000,5204899
Speerwerpen,Tweed Jordan,5150599,30,Great Britain,Man,14820,Werpers,20,11,14,181,78,2025-02-22 22:09:44,18,14,2,0,0,0,16,11,8,,0,5150599
Speerwerpen,Melrose Abbie,5055755,31,Great Britain,Vrouw,11510,Werpers,20,11,13,171,64,2025-02-22 22:10:02,17,13,0,2,3,0,13,12,12,,0,5055755
Marathon,Evers Adri,4999774,34,Nederland,Man,10030,Langeafstandslopers,19,13,12,177,72,2025-02-22 22:11:16,13,0,15,10,0,0,0,10,10,,0,4999774
Marathon,Mortimer Rory,5264504,31,Great Britain,Man,7530,Langeafstandslopers,20,10,14,180,70,2025-02-22 22:11:41,16,0,14,7,2,0,0,12,8,,0,5264504
50 km snelwandelen,Kļaviņš Ritvars,5048639,32,Latvija,Man,31390,Snelwandelaars,20,14,14,192,66,2025-02-22 22:35:28,18,2,18,0,4,0,0,16,13,,0,5048639
10 km snelwandelen,Mullings Angela,5115030,31,Jamaica,Vrouw,27960,Snelwandelaars,20,15,15,162,49,2025-02-22 22:35:46,19,1,18,3,10,0,0,13,13,,0,5115030
Polsstokhoogspringen,Duranska Elena,5044791,32,FYR Makedonija,Vrouw,26040,Springers,19,13,14,168,62,2025-02-22 22:36:35,18,0,0,0,15,18,0,11,9,,0,5044791
Tienkamp,Rivas Julio,5100651,31,Ecuador,Man,9970,Meerkampers,19,13,14,177,65,2025-02-22 22:39:34,17,10,1,8,4,2,12,12,11,,0,5100651
Onbekend,Viveiro Aitana,5603399,17,España,Vrouw,1150,Middenafstandslopers,20,1,18,171,70,2025-02-22 23:12:51,18,3,4,8,4,2,1,7,7,,0,5603399
Onbekend,Van Dievel Jules,5613779,17,België,Man,1870,Sprinters,20,1,18,177,80,2025-02-22 23:13:43,17,3,2,11,1,1,1,6,5,,0,5613779
Onbekend,Apostolovska Susanna,5594893,17,FYR Makedonija,Vrouw,1520,Sprinters,20,2,20,165,67,2025-02-23 00:02:13,14,10,2,9,1,2,3,7,7,,0,5594893
Onbekend,Kettunen Anssi,5596503,17,Suomi,Man,1950,Middenafstandslopers,20,2,17,182,85,2025-02-23 00:03:11,17,1,9,11,2,1,3,5,7,,1000,5596503
Onbekend,Lopes Carolina,5566166,17,Brasil,Vrouw,1160,Middenafstandslopers,20,2,18,167,72,2025-02-23 00:04:51,15,2,7,9,6,1,1,8,6,,1000,5566166
