AtleetID,MaxID,Exp,Vorm,Zorg,Kra,Uit,Sne,Len,Spr,Wrp,SP1,SP2,date
5660865,800,1,15,7,3,1,1,10,1,5,0,0,20250214
5660498,200,1,15,14,2,2,2,3,3,5,0,0,20250214
5659251,390,1,15,9,9,3,1,3,4,2,0,0,20250214
5660936,470,1,15,9,3,1,0,2,9,1,0,0,20250214
5658252,320,1,14,11,3,2,2,8,3,5,0,0,20250214
5660901,320,1,15,11,1,6,8,3,5,1,0,0,20250214
5660173,280,1,15,13,1,6,5,7,3,2,0,0,20250214
5614570,790,1,17,8,3,3,1,5,9,3,7,6,20250214
5660468,100,1,15,8,1,2,3,2,6,2,0,0,20250214
5660294,920,1,14,8,9,3,3,3,9,3,0,0,20250214
5660675,580,1,15,11,5,3,2,2,9,1,0,0,20250214
5659807,110,1,14,6,2,6,1,2,1,1,0,0,20250214
5658902,1270,1,15,18,6,9,1,2,3,2,4,7,20250214
5661042,620,1,15,13,2,3,1,3,1,9,0,0,20250214
5659067,220,1,14,9,1,7,3,6,6,3,0,0,20250214
5660452,300,1,15,12,3,8,0,2,2,5,0,0,20250214
5660773,430,1,15,17,3,4,1,2,1,1,0,0,20250214
5658403,420,1,15,12,3,2,2,9,2,1,0,0,20250214
5660103,80,1,14,6,2,1,1,3,1,6,0,0,20250214
5658431,80,1,14,10,2,2,2,5,3,1,0,0,20250214
5660024,160,1,14,13,2,1,5,1,1,0,0,0,20250214
5660083,540,1,15,16,1,2,1,1,2,8,0,0,20250214
5658298,60,1,15,6,2,2,1,3,2,4,0,0,20250214
5660913,600,1,15,17,6,6,3,1,6,4,0,0,20250214
5660764,890,1,15,12,3,10,1,0,5,4,0,0,20250214
4943263,37810,14,15,19,1,20,15,0,0,0,9,7,20250214
5660136,1270,1,14,18,2,2,2,1,1,10,0,0,20250214
5659184,400,1,14,8,9,4,2,2,2,2,0,0,20250214
5571367,970,1,15,11,8,7,1,2,0,9,6,5,20250214
5658990,360,1,14,15,4,7,2,3,2,2,0,0,20250214
5661005,1100,1,15,18,2,1,3,10,3,1,0,0,20250214
5660253,920,1,15,8,2,2,5,10,3,6,0,0,20250214
5660699,1160,1,15,16,3,10,0,3,2,2,0,0,20250214
5658451,460,1,14,16,1,2,5,8,2,3,0,0,20250214
5659582,890,1,14,14,9,2,6,1,2,6,6,6,20250214
5627641,660,1,13,11,1,1,2,2,9,7,0,0,20250214
5660061,1050,1,15,12,1,2,0,1,3,10,0,0,20250214
5658776,1050,1,15,18,1,3,1,9,5,2,0,0,20250214
4853680,39970,18,15,18,19,0,0,0,0,16,7,8,20250214
5661120,300,1,15,16,2,1,3,1,2,1,0,0,20250214
5659268,330,1,15,12,8,3,1,5,2,6,0,0,20250214
5660882,200,1,15,14,4,3,1,2,5,2,0,0,20250214
5659812,1130,1,15,15,1,2,10,2,0,3,0,0,20250214
5658997,800,1,14,13,0,10,1,3,2,2,0,0,20250214
5658324,400,1,14,11,7,5,4,2,7,2,0,0,20250214
5661080,280,1,15,11,5,1,5,7,5,1,0,0,20250214
5660513,210,1,14,7,5,3,1,1,3,7,0,0,20250214
5658638,710,1,14,15,2,9,2,0,6,2,0,0,20250214
5658812,110,1,15,10,1,2,1,2,6,1,0,0,20250214
5658356,1150,1,14,18,1,0,1,3,2,9,0,0,20250214
5660488,170,1,15,10,3,6,6,3,3,2,0,0,20250214
5658498,1380,1,15,12,6,1,3,9,3,10,0,0,20250214
5658688,930,1,14,9,1,1,9,0,1,9,0,0,20250214
5659254,100,1,15,11,3,1,1,0,3,1,0,0,20250214
5658596,430,1,15,13,3,1,4,3,8,2,0,0,20250214
5660125,230,1,15,6,7,4,1,1,6,3,0,0,20250214
5618500,1640,2,17,19,1,7,7,6,1,0,9,7,20250214
5660973,910,1,15,11,3,3,10,2,3,3,0,0,20250214
5660966,250,1,15,15,3,3,3,3,4,5,0,0,20250214
5658259,1570,1,14,17,1,10,9,1,3,3,0,0,20250214
5659317,280,1,15,9,1,7,3,3,1,2,6,5,20250214
5651197,1400,1,15,14,9,0,9,3,0,3,6,8,20250214
5659703,400,1,15,7,3,6,0,6,1,2,8,5,20250214
5659663,220,1,14,13,1,1,6,3,3,3,0,0,20250214
5658386,240,1,14,13,3,7,2,3,2,2,0,0,20250214
5604854,1040,1,15,11,5,3,3,3,3,10,6,7,20250214
5658789,430,1,15,17,3,2,3,3,2,1,0,0,20250214
5660761,1170,1,15,15,3,2,2,2,10,3,0,0,20250214
5659661,780,1,15,11,1,9,8,1,2,3,4,6,20250214
5659180,1340,1,15,18,6,2,2,10,3,2,0,0,20250214
5638252,780,1,15,14,5,1,0,4,8,2,5,8,20250214
5658965,350,1,14,14,0,3,2,3,1,8,0,0,20250214
5660554,490,1,15,12,3,9,1,3,3,2,0,0,20250214
5658926,510,1,15,17,6,3,1,2,3,3,0,0,20250214
5660939,120,1,15,11,3,2,3,2,0,5,0,0,20250214
5652161,860,1,15,6,2,2,3,0,2,10,0,0,20250214
5660874,560,1,15,14,3,3,3,3,2,9,0,0,20250214
5661026,250,1,15,6,2,1,8,2,1,1,0,0,20250214
5658917,310,1,14,10,8,2,3,3,0,1,0,0,20250214
5660814,590,1,15,12,8,8,1,2,2,4,0,0,20250214
5408388,2050,6,13,15,1,9,10,2,1,0,7,8,20250214
5660702,1210,1,15,20,2,1,5,1,8,2,0,0,20250214
5659455,850,1,15,19,1,2,3,4,7,5,0,0,20250214
5613948,1000,1,14,10,5,2,5,2,1,10,8,7,20250214
5660819,1280,1,15,16,3,2,5,1,10,3,0,0,20250214
5659953,480,1,14,15,8,6,1,1,1,2,0,0,20250214
5658749,230,1,15,10,2,2,3,8,3,1,0,0,20250214
5058829,2030,8,11,7,0,11,3,0,0,0,9,6,20250214
5660842,150,1,15,13,2,5,1,3,2,2,0,0,20250214
5660494,270,1,15,13,7,1,3,5,3,1,0,0,20250214
5099297,7870,12,15,17,0,0,8,7,14,0,8,11,20250214
5660548,980,1,15,14,3,3,3,1,1,10,0,0,20250214
5660599,700,1,15,9,6,3,1,3,3,10,0,0,20250214
5658742,830,1,14,7,3,2,2,6,3,10,0,0,20250214
5211948,15390,8,15,16,3,4,15,1,1,0,14,13,20250214
5660906,870,1,15,18,3,5,2,4,8,2,0,0,20250214
5659129,220,1,15,14,2,2,3,1,6,2,0,0,20250214
5648560,1170,1,16,18,1,2,1,8,7,6,6,7,20250214
5660596,1090,1,15,20,7,7,1,1,3,3,0,0,20250214
5660877,1200,1,15,17,2,2,6,10,1,1,0,0,20250214
4965659,2050,10,11,16,3,10,6,1,0,0,7,9,20250214
5659313,710,1,14,19,3,2,1,3,0,3,0,0,20250214
5659885,240,1,15,6,8,2,3,2,2,3,0,0,20250214
5659783,200,1,14,9,6,1,1,7,1,2,0,0,20250214
5661118,430,1,15,15,5,0,7,3,3,3,0,0,20250214
5658283,770,1,14,10,3,2,3,1,10,6,0,0,20250214
5659988,170,1,15,8,3,3,7,0,3,2,0,0,20250214
5659006,740,1,14,13,6,0,9,2,1,0,5,5,20250214
5658718,920,1,14,7,1,10,2,5,1,2,0,0,20250214
5660705,940,1,15,18,2,8,0,7,0,5,0,0,20250214
5660285,230,1,15,14,5,4,1,2,3,5,0,0,20250214
5659568,1190,1,14,17,1,7,2,0,10,2,0,0,20250214
5659260,830,1,15,10,2,3,8,1,2,1,6,9,20250214
5659523,810,1,14,13,10,3,1,3,1,1,0,0,20250214
5660755,140,1,15,9,3,3,3,2,1,7,0,0,20250214
5660480,850,1,15,14,3,5,0,10,6,2,0,0,20250214
5658787,1490,1,14,7,10,2,3,1,10,1,0,0,20250214
5659426,310,1,15,12,3,3,7,3,1,2,6,5,20250214
5660623,850,1,15,20,3,2,3,2,3,5,0,0,20250214
5660027,570,1,15,9,2,2,2,2,9,3,0,0,20250214
5660754,1340,1,15,7,1,3,2,10,9,3,0,0,20250214
5659993,910,1,15,7,1,4,3,10,1,3,0,0,20250214
5652207,510,1,15,13,2,4,8,6,0,1,6,3,20250214
5656002,1700,1,15,20,2,3,1,1,3,10,6,5,20250214
5620046,340,1,15,9,3,2,3,2,4,4,8,5,20250214
5660805,890,1,15,17,6,2,3,7,8,2,0,0,20250214
5593955,670,1,16,10,2,6,7,1,5,2,8,6,20250214
5660093,280,1,15,6,2,2,1,0,8,2,0,0,20250214
5658788,470,1,14,14,2,3,8,1,3,2,0,0,20250214
5658574,680,1,14,17,1,1,8,1,3,1,0,0,20250214
5574322,300,3,15,6,2,4,3,2,7,5,6,6,20250214
5658486,880,1,14,13,9,3,7,2,8,3,0,0,20250214
4933758,8910,14,18,7,0,13,0,3,0,0,12,10,20250214
5158342,7250,6,15,18,10,2,4,10,2,3,11,13,20250214
4862979,10280,15,12,15,11,0,0,0,1,12,11,12,20250214
5656270,580,1,15,7,2,1,1,9,3,5,7,6,20250214
5556568,2400,2,17,10,1,2,10,10,4,2,7,9,20250214
5659114,1230,1,14,16,2,1,3,9,1,7,5,8,20250214
5660858,1170,1,15,20,3,1,3,1,6,7,0,0,20250214
5660863,240,1,15,10,1,7,3,1,3,3,0,0,20250214
5617534,1220,1,14,18,2,8,2,2,2,2,8,7,20250214
5659294,520,1,15,18,2,3,0,3,5,1,0,0,20250214
5658351,1000,1,14,20,3,1,2,7,2,5,0,0,20250214
5658608,180,1,15,14,3,3,2,1,2,2,0,0,20250214
5640805,1030,1,14,13,3,3,10,3,2,3,5,6,20250214
5659000,690,1,14,17,8,1,3,1,3,2,0,0,20250214
5661130,460,1,15,11,2,2,1,3,6,9,0,0,20250214
5661095,150,1,15,11,3,2,3,3,1,6,0,0,20250214
5660512,700,1,14,8,2,2,9,3,8,1,0,0,20250214
5658731,590,1,14,10,2,2,3,9,2,4,0,0,20250214
5655684,780,1,16,18,1,8,2,2,2,2,4,4,20250214
5658430,890,1,15,14,1,1,10,1,1,1,0,0,20250214
5660490,1110,1,15,19,9,2,3,2,3,1,0,0,20250214
5660838,70,1,15,10,2,1,2,2,1,3,0,0,20250214
5660584,180,1,15,13,1,4,1,1,5,2,0,0,20250214
5658712,860,1,14,7,3,6,10,3,1,3,0,0,20250214
5660072,280,1,14,12,3,0,2,3,6,7,0,0,20250214
5660132,1030,1,14,17,10,1,2,2,0,3,0,0,20250214
5660487,960,1,15,15,2,10,3,2,2,4,0,0,20250214
5661041,270,1,15,11,2,1,4,8,1,1,0,0,20250214
5656208,1130,1,15,6,2,3,10,3,4,1,7,8,20250214
5640121,870,1,16,8,3,10,3,1,2,1,0,0,20250214
5660003,910,1,14,8,3,2,2,3,3,10,0,0,20250214
5658700,670,1,15,6,10,2,3,3,1,2,0,0,20250214
5659401,1180,1,15,16,7,2,8,1,0,1,8,8,20250214
5660259,1220,1,15,14,10,7,2,1,3,3,0,0,20250214
5660667,230,1,15,15,2,2,4,2,2,2,0,0,20250214
4887129,2790,13,13,17,9,0,8,0,0,0,4,3,20250214
5660002,740,1,14,6,3,6,2,10,1,4,0,0,20250214
5658912,380,1,14,7,2,1,3,3,9,3,0,0,20250214
4994398,7970,9,18,18,10,1,14,0,0,0,11,9,20250214
5658621,520,1,15,9,1,9,3,5,1,2,0,0,20250214
5602914,200,1,12,15,2,2,4,2,4,0,0,0,20250214
5656448,1210,1,14,18,1,0,2,3,2,10,0,0,20250214
5596755,830,1,15,8,2,2,3,9,0,9,4,3,20250214
5658604,180,1,15,7,0,1,6,7,2,2,0,0,20250214
5658664,120,1,14,9,3,3,1,3,3,6,0,0,20250214
5659942,510,1,14,17,4,2,3,2,0,3,4,4,20250214
5452745,1830,4,18,6,2,3,3,9,11,2,7,6,20250214
5659929,580,1,14,10,3,3,3,3,9,1,0,0,20250214
5659403,110,1,15,6,3,2,3,6,1,3,0,0,20250214
5594133,1370,1,15,16,3,1,3,2,10,0,5,7,20250214
5660536,100,1,15,8,6,3,3,2,3,4,0,0,20250214
5655937,220,1,14,7,8,2,3,3,0,1,0,0,20250214
4777881,26560,18,16,20,0,17,10,0,0,0,11,9,20250214
4881341,4180,11,15,13,13,0,0,0,0,6,7,7,20250214
5658429,1460,1,15,19,10,1,1,4,6,1,0,0,20250214
5659838,240,1,14,14,3,6,3,1,3,1,0,0,20250214
5659990,260,1,15,9,3,1,4,8,3,1,0,0,20250214
5653642,500,1,14,12,1,1,1,2,7,5,8,6,20250214
5658628,450,1,14,16,7,3,1,1,2,3,0,0,20250214
5656614,430,1,14,6,3,8,2,2,7,1,6,6,20250214
5659476,1150,1,14,9,1,8,3,2,3,10,0,0,20250214
5633776,1390,1,16,8,3,2,5,10,3,7,7,8,20250214
5626781,250,1,15,8,2,4,3,5,1,4,4,7,20250214
5633967,800,1,16,10,4,10,2,3,0,1,6,5,20250214
5653986,400,1,14,11,6,2,3,4,6,1,7,5,20250214
5599860,1420,2,15,18,9,3,8,2,1,2,7,7,20250214
5660194,290,1,15,7,4,7,2,3,4,3,6,6,20250214
5658635,320,1,15,15,1,1,1,3,4,6,0,0,20250214
5660898,140,1,15,12,5,1,1,1,3,1,0,0,20250214
5658652,400,1,15,16,3,2,2,1,5,4,0,0,20250214
5627496,480,1,16,9,3,2,7,2,8,2,6,5,20250214
5660124,590,1,15,14,2,0,3,9,3,2,0,0,20250214
5619982,730,1,18,17,4,2,8,3,2,2,3,4,20250214
5658487,910,1,14,10,10,6,2,2,2,2,0,0,20250214
5658658,1350,1,14,18,8,9,1,2,0,3,0,0,20250214
5659309,1150,1,14,16,3,3,1,10,2,2,0,0,20250214
5660940,460,1,15,16,2,4,3,7,4,1,0,0,20250214
5657200,470,1,15,10,3,3,3,1,8,7,0,0,20250214
5659650,50,1,14,6,3,1,1,4,2,2,0,0,20250214
5660821,280,1,15,15,2,1,1,4,5,2,0,0,20250214
5658380,180,1,14,11,1,6,2,1,4,5,0,0,20250214
5660087,750,1,14,17,3,2,3,1,1,8,0,0,20250214
5659691,300,1,14,10,3,8,2,2,4,1,0,0,20250214
5659767,1020,1,14,20,3,3,3,3,3,1,0,0,20250214
5660641,1070,1,15,18,3,1,3,9,2,3,0,0,20250214
5658978,900,1,14,15,2,2,5,10,3,5,0,0,20250214
4989132,33520,13,16,19,0,20,10,0,0,0,12,9,20250214
5660777,770,1,15,14,2,3,2,10,2,1,0,0,20250214
5644431,440,1,15,10,3,8,5,1,3,3,6,5,20250214
5660510,1450,1,15,19,3,0,10,2,5,1,0,0,20250214
5557283,1710,2,18,10,9,0,3,4,1,4,8,10,20250214
5539337,520,3,16,13,1,0,8,1,1,1,5,7,20250214
5589290,750,1,15,14,3,2,9,6,2,3,5,7,20250214
5660673,780,1,15,16,9,3,3,1,3,2,0,0,20250214
5659534,320,1,15,13,2,4,8,3,3,2,0,0,20250214
5660958,520,1,15,14,3,9,2,2,3,1,0,0,20250214
5661008,110,1,15,12,3,3,3,1,4,2,0,0,20250214
5549080,450,3,14,9,7,1,1,2,2,6,7,7,20250214
5659516,230,1,14,11,5,2,7,2,2,3,0,0,20250214
5658306,230,1,15,12,6,3,2,1,0,7,0,0,20250214
5659904,680,1,15,9,8,1,6,2,9,2,0,0,20250214
5656489,860,1,15,19,7,1,2,0,1,6,5,4,20250214
5659519,100,1,14,10,3,3,5,3,3,3,0,0,20250214
4930618,31940,13,18,18,0,20,10,0,3,0,12,9,20250214
5658897,670,1,15,18,1,1,3,6,2,3,0,0,20250214
5660745,780,1,15,19,2,2,6,1,2,3,0,0,20250214
5659817,70,1,14,7,2,1,5,5,3,3,0,0,20250214
5659532,120,1,14,10,2,5,2,4,2,6,0,0,20250214
5658333,470,1,14,12,0,5,3,2,2,9,0,0,20250214
5660634,710,1,15,18,2,2,1,2,1,7,0,0,20250214
5659897,280,1,14,10,3,1,8,1,0,6,0,0,20250214
5659011,100,1,14,10,6,1,2,1,1,3,0,0,20250214
5660904,370,1,15,15,3,0,7,3,6,3,0,0,20250214
5658493,900,1,14,11,3,10,2,0,3,3,0,0,20250214
5660338,260,1,15,6,3,3,3,2,5,2,7,7,20250214
5625608,1480,1,14,19,8,1,6,0,1,5,7,8,20250214
5647730,860,1,15,10,1,10,1,3,1,3,4,3,20250214
5654175,800,1,16,9,9,1,3,3,1,2,7,7,20250214
5658726,890,1,14,17,0,3,1,3,9,3,0,0,20250214
4964337,17800,10,15,19,0,0,0,10,18,0,9,9,20250214
5658328,1780,1,14,18,2,4,9,3,3,10,0,0,20250214
5660407,170,1,15,9,3,3,7,2,2,3,0,0,20250214
5656459,810,1,14,15,3,2,6,1,0,2,8,7,20250214
5661076,1000,1,15,6,3,3,7,8,3,10,0,0,20250214
5659345,1230,1,15,19,1,7,2,1,2,9,0,0,20250214
5657247,510,1,14,18,2,1,2,4,2,1,5,4,20250214
5660478,1090,1,14,8,9,10,2,2,2,2,0,0,20250214
5655865,1290,1,14,19,9,1,3,1,0,3,0,0,20250214
5660827,950,1,15,13,1,1,1,9,9,2,0,0,20250214
5619716,1500,1,14,6,5,1,11,2,3,2,4,8,20250214
5659634,170,1,14,9,0,4,6,2,2,6,0,0,20250214
5659549,920,1,15,20,2,1,1,0,2,4,0,0,20250214
5658599,480,1,15,9,3,8,3,0,7,2,0,0,20250214
5659525,50,1,15,6,0,2,3,0,3,2,0,0,20250214
5660752,1640,1,15,20,8,1,9,2,1,2,0,0,20250214
5660470,340,1,15,16,1,2,3,1,2,2,0,0,20250214
5343807,1420,1,11,20,2,6,6,4,2,0,8,7,20250214
5660293,320,1,14,9,8,1,1,3,3,5,0,0,20250214
5660396,290,1,14,7,7,3,3,2,2,7,0,0,20250214
5660302,1000,1,14,20,4,1,3,2,0,3,0,0,20250214
5642856,760,1,13,18,7,4,1,3,7,1,0,0,20250214
4910028,22790,16,14,20,0,15,3,1,0,1,14,14,20250214
5659331,840,1,15,16,6,8,1,2,1,2,5,8,20250214
5660703,470,1,15,16,3,2,7,2,1,3,0,0,20250214
5661089,900,1,15,13,2,1,2,10,3,2,0,0,20250214
5657118,810,1,14,18,3,2,8,4,1,3,0,0,20250214
5661102,70,1,15,6,5,2,1,3,1,1,0,0,20250214
5658919,90,1,15,10,1,3,1,5,2,3,0,0,20250214
5660771,180,1,15,13,1,0,1,2,6,4,0,0,20250214
5659815,460,1,15,7,2,3,9,2,2,2,0,0,20250214
5643982,1130,1,12,20,8,2,0,2,3,2,0,0,20250214
4936523,4240,10,13,12,5,0,11,0,0,0,9,11,20250214
5660191,340,1,15,12,2,2,5,8,3,5,0,0,20250214
5660698,580,1,15,16,6,2,3,1,0,8,0,0,20250214
5659056,50,1,14,6,3,3,2,0,1,3,0,0,20250214
5659278,320,1,14,8,0,3,1,1,3,8,0,0,20250214
5659814,600,1,15,9,2,0,1,6,3,9,0,0,20250214
5660836,580,1,15,7,7,7,2,1,4,3,6,8,20250214
5023108,36060,12,14,20,1,16,19,0,1,6,12,10,20250214
5658590,1110,1,15,14,10,2,3,3,3,2,0,0,20250214
5659442,480,1,15,11,2,2,3,3,3,9,0,0,20250214
5631383,1750,1,15,16,3,2,2,1,11,1,4,8,20250214
5660556,960,1,15,20,2,3,1,2,4,1,0,0,20250214
4860467,17820,18,16,20,0,13,2,0,0,0,10,9,20250214
5661108,460,1,15,14,1,3,2,8,3,1,0,0,20250214
5660005,910,1,14,20,2,2,6,2,3,3,0,0,20250214
5658477,770,1,15,8,1,10,3,2,5,3,0,0,20250214
5658300,840,1,14,19,2,8,1,0,3,1,0,0,20250214
5648150,490,1,15,14,1,2,4,2,8,2,6,4,20250214
5659526,560,1,14,16,8,3,4,3,4,1,0,0,20250214
5660891,320,1,15,16,0,3,2,3,3,2,0,0,20250214
5658724,800,1,15,6,2,10,1,1,3,1,0,0,20250214
5660815,1440,1,15,11,10,2,2,1,1,10,0,0,20250214
5658734,1490,1,15,18,1,10,0,3,3,8,0,0,20250214
5660411,990,1,15,19,3,3,2,1,6,8,0,0,20250214
5660967,280,1,15,13,1,2,1,7,3,3,0,0,20250214
5658468,550,1,15,15,2,7,8,1,5,1,0,0,20250214
5658334,620,1,15,9,9,3,3,3,0,1,0,0,20250214
5658716,1000,1,15,20,2,3,7,3,1,4,0,0,20250214
5660130,350,1,15,6,2,3,3,2,2,7,7,5,20250214
5658434,610,1,14,13,3,3,9,2,7,3,0,0,20250214
5661014,240,1,15,9,2,2,2,2,8,2,0,0,20250214
5658452,420,1,15,11,3,8,2,1,3,8,0,0,20250214
5660934,580,1,15,10,3,9,3,3,1,2,0,0,20250214
5660426,370,1,14,6,0,0,1,8,3,0,4,5,20250214
5559310,1190,1,16,12,9,0,10,3,2,1,5,5,20250214
5658361,980,1,15,18,0,7,3,8,3,2,0,0,20250214
5661084,130,1,15,9,1,3,3,6,3,1,0,0,20250214
5659043,240,1,15,7,2,8,1,1,3,2,0,0,20250214
5661121,580,1,15,12,3,2,9,4,3,1,0,0,20250214
5653369,700,1,14,19,3,2,3,2,3,5,0,0,20250214
5565310,2950,2,15,20,2,2,11,2,1,10,7,6,20250214
5658614,660,1,15,9,3,4,3,5,3,10,0,0,20250214
5660155,290,1,14,16,4,3,2,3,3,1,0,0,20250214
5611732,360,1,15,11,2,3,3,7,6,2,6,5,20250214
5660217,160,1,14,13,2,2,3,3,1,5,0,0,20250214
5658443,530,1,15,18,3,1,4,1,3,2,0,0,20250214
5660327,900,1,15,15,2,2,2,7,9,6,0,0,20250214
5660393,510,1,14,16,2,1,7,1,3,6,0,0,20250214
5658480,450,1,15,14,8,1,3,7,2,2,0,0,20250214
5659298,100,1,14,11,5,1,3,2,2,1,0,0,20250214
5659167,190,1,14,14,1,3,4,3,1,2,0,0,20250214
5658769,450,1,15,15,3,3,1,4,7,2,0,0,20250214
5658267,420,1,14,9,3,0,3,3,3,9,0,0,20250214
5661122,780,1,15,19,0,6,1,4,0,1,0,0,20250214
5658449,910,1,15,9,3,9,2,4,1,9,0,0,20250214
5659466,650,1,14,14,0,3,2,3,1,9,0,0,20250214
5659563,620,1,15,7,3,9,3,2,8,2,0,0,20250214
5658981,440,1,15,15,3,4,1,1,8,3,0,0,20250214
4850955,15050,16,14,15,0,0,12,7,1,0,12,14,20250214
5659659,120,1,14,6,2,2,3,1,7,3,0,0,20250214
5660922,90,1,15,11,3,2,3,3,2,1,0,0,20250214
5658400,1360,1,15,17,3,2,1,1,10,3,0,0,20250214
5659379,770,1,14,18,1,3,8,1,3,2,0,0,20250214
5660908,910,1,15,7,3,2,3,6,10,1,0,0,20250214
5657958,1100,1,15,16,7,10,3,1,2,2,5,7,20250214
5653245,520,1,15,8,9,5,2,2,2,3,0,0,20250214
5660747,490,1,15,16,3,2,2,7,3,5,0,0,20250214
5660900,270,1,15,15,3,2,2,3,5,5,0,0,20250214
5658309,520,1,14,18,2,1,3,1,2,5,0,0,20250214
5660743,380,1,15,6,0,0,1,9,1,3,0,0,20250214
5653779,570,1,15,12,7,1,8,1,3,7,6,5,20250214
5660404,460,1,15,16,7,1,1,1,4,3,0,0,20250214
5660820,980,1,15,20,1,0,1,6,2,2,0,0,20250214
5661035,380,1,15,9,1,2,1,9,2,1,0,0,20250214
5658940,60,1,15,6,2,1,3,2,4,3,0,0,20250214
5660467,1490,1,14,14,6,0,10,10,3,3,0,0,20250214
5660647,210,1,15,12,2,7,3,2,0,1,0,0,20250214
5628231,430,1,16,14,7,3,1,4,3,3,7,5,20250214
5647879,190,1,14,13,6,2,3,1,2,1,0,0,20250214
5660830,390,1,15,9,7,0,2,8,0,3,0,0,20250214
5660462,1390,1,15,13,9,8,10,3,1,3,0,0,20250214
5660585,1310,1,15,15,9,3,3,2,3,9,0,0,20250214
5660946,2610,1,15,20,10,2,10,1,1,2,0,0,20250214
5618477,1930,1,15,13,2,10,2,1,3,1,9,8,20250214
5659583,770,1,14,7,3,3,2,2,7,9,6,6,20250214
5658467,70,1,14,8,5,3,3,2,1,3,0,0,20250214
5659444,330,1,14,12,0,0,3,8,0,2,0,0,20250214
5658800,1130,1,15,16,2,10,1,3,2,3,0,0,20250214
5660603,810,1,15,18,2,2,3,7,4,8,0,0,20250214
5606525,640,2,16,11,3,8,2,3,2,1,6,7,20250214
5658592,430,1,15,16,3,1,1,1,7,5,0,0,20250214
5574166,380,1,14,14,5,5,5,3,4,3,5,7,20250214
4755063,5200,14,14,18,11,0,0,2,0,9,2,4,20250214
5660829,130,1,15,6,3,6,6,3,1,3,0,0,20250214
5660772,1010,1,15,18,1,2,1,2,9,3,0,0,20250214
5659797,820,1,15,6,2,8,1,2,9,3,0,0,20250214
5658485,320,1,15,13,5,7,5,4,2,1,0,0,20250214
5660442,250,1,14,15,2,3,4,0,1,3,0,0,20250214
5658909,520,1,15,18,3,1,3,1,4,2,0,0,20250214
5660678,1550,1,15,15,10,2,1,3,9,3,0,0,20250214
5660454,930,1,15,18,1,4,2,7,8,2,0,0,20250214
5659589,650,1,15,10,3,8,1,3,1,8,0,0,20250214
5653936,970,1,16,13,3,6,10,2,1,3,0,0,20250214
5660128,610,1,15,12,1,2,1,1,2,9,5,4,20250214
5660506,160,1,15,13,1,3,0,3,3,2,0,0,20250214
5660795,1090,1,15,19,1,9,3,3,0,3,0,0,20250214
5658345,940,1,14,16,1,1,3,3,2,10,0,0,20250214
5658597,700,1,14,10,9,7,3,0,3,3,0,0,20250214
5660299,250,1,15,13,1,7,3,3,1,3,0,0,20250214
5660474,390,1,14,11,3,4,1,1,8,5,0,0,20250214
5055955,4240,8,11,15,2,0,0,0,0,12,7,11,20250214
5660410,730,1,15,18,2,7,1,3,1,5,0,0,20250214
5660440,780,1,14,9,7,1,3,2,1,3,8,8,20250214
5658751,160,1,15,10,7,1,3,2,1,3,0,0,20250214
5661106,320,1,15,12,3,2,8,3,3,1,0,0,20250214
5517074,1370,4,15,12,3,8,7,2,1,2,6,10,20250214
5638038,680,1,13,14,3,2,8,2,6,6,7,7,20250214
5660802,980,1,15,20,4,1,3,1,3,3,0,0,20250214
5602500,920,1,16,6,2,3,10,2,3,2,7,5,20250214
5660832,710,1,15,17,2,3,2,2,7,8,0,0,20250214
5660481,1010,1,15,19,2,6,5,0,1,8,0,0,20250214
5659555,230,1,14,14,1,4,2,2,6,1,0,0,20250214
5660119,410,1,14,16,6,5,1,1,2,1,0,0,20250214
5659321,280,1,14,7,2,7,2,7,3,2,0,0,20250214
5660988,250,1,15,13,2,5,3,7,0,1,0,0,20250214
5659723,780,1,15,14,4,2,1,10,2,2,0,0,20250214
5589425,1140,1,16,11,3,3,9,3,3,7,8,8,20250214
5641338,1400,1,15,17,3,10,6,3,0,2,5,3,20250214
5659978,90,1,14,8,6,3,1,3,3,1,0,0,20250214
5660708,350,1,15,16,2,2,0,2,1,3,0,0,20250214
5660323,1040,1,14,14,2,2,3,0,9,9,0,0,20250214
5585489,630,3,18,11,1,7,3,0,1,3,8,4,20250214
5546045,490,4,18,13,8,3,6,3,2,2,5,4,20250214
5658315,190,1,15,7,3,7,3,1,5,1,0,0,20250214
5546574,590,2,13,15,0,3,8,3,2,1,5,6,20250214
5660880,690,1,15,19,2,3,1,6,2,1,0,0,20250214
5658798,140,1,14,6,3,3,7,3,3,3,0,0,20250214
5658729,970,1,14,6,2,2,2,5,10,4,0,0,20250214
5661112,700,1,15,18,1,1,1,2,6,3,0,0,20250214
5660883,700,1,15,14,8,2,1,3,1,9,0,0,20250214
5165831,26550,7,16,19,2,16,3,3,1,2,9,17,20250214
5653252,370,1,14,12,3,2,0,1,8,3,0,0,20250214
5659636,310,1,14,14,6,4,7,1,0,2,0,0,20250214
5658741,100,1,14,10,2,2,5,2,3,1,0,0,20250214
5624887,810,1,18,12,3,3,9,5,1,3,6,7,20250214
5472437,3980,3,15,20,8,1,3,1,10,10,10,9,20250214
5660990,640,1,15,10,3,3,4,5,2,9,0,0,20250214
5659538,820,1,14,6,2,2,0,10,2,2,0,0,20250214
5661116,180,1,15,12,2,2,4,6,0,3,0,0,20250214
